graph_name,metaheuristic,initial_vertices,num_initial_solutions,timeout_ms,objective_function,num_threads,repetition,total_time_ms,time_to_best_solution_ms,effective_runs,cost_best_solution,vertices_best_solution,edges_best_solution,best_solution
patents,ils,10,1000,2000,labelentropy,32,5,62652,0,975,5.209453366,74,107,"vsub(nvertices=74,nedges=107,vertices={1856350,1560090,2186728,1228682,2683936,107350,2669664,2341339,1044380,2352256,1386599,1864784,1701615,2118774,751301,1817812,2735828,1690912,2721626,2548348,2669059,1389836,1885540,2291763,1180520,2675871,1428125,2452122,676180,1671283,2127357,1687925,2473634,1756350,1410777,2307884,2476809,2168717,1637730,2657811,1677001,1687924,2475136,2254406,1690861,1034970,1900342,1249783,2257515,708228,2198449,2075657,2325028,431052,1941000,1967614,2673661,2595725,1794984,2691186,1938897,2740407,1404759,2473730,2018242,1478966,2607652,528200,2470036,1570820,1718092,1809520,2183485,2306487},cost=5.209453365628954)"
patents,ts2,10,1000,2000,labelentropy,32,2,62656,0,975,5.209453366,74,94,"26/02/04 18:35:59 SubgraphOptimizationApp$ ElapsedTimeMs=62656 BestSubgraph=vsub(nvertices=74,nedges=94,vertices={1578270,1801917,654169,216712,2129425,1549108,1448138,1275347,2267594,1219176,1034578,2102993,613728,853648,1876714,781149,1265520,1222751,2337507,1642311,2432539,2562604,2311246,1935583,2571097,2191595,2480314,666954,2403010,1402867,1923921,1042419,654188,1948019,305483,268960,690866,1245683,2658662,1685639,1611837,1654920,1703434,1799958,1350778,2570769,431045,701252,1494786,2263006,1458673,2163645,1517153,1385084,1070811,2585642,474858,1561857,1388523,1487037,1038512,1985428,1160237,2336802,2273728,1075783,1539912,2216973,2433194,1854185,1397610,1057908,1454537,2394478},cost=5.209453365628954)"
patents,ts1,10,1000,2000,labelentropy,32,1,62669,0,975,5.209453366,74,93,"26/01/31 23:05:31 SubgraphOptimizationApp$ ElapsedTimeMs=62669 BestSubgraph=vsub(nvertices=74,nedges=93,vertices={2394478,1578270,1686758,216712,1549108,1448138,1275347,2267594,1219176,2102993,512138,613728,853648,1876714,781149,1265520,1222751,2337507,1642311,2311246,2562604,1423109,2582100,1935583,2571097,666954,2403010,1923921,1042419,654188,2352784,305483,268960,690866,1245683,1719726,1654920,1387402,1703434,1799958,1350778,2704330,431045,701252,1494786,2272241,2263006,2163645,1517153,1938515,1385084,2585642,1727016,1217454,1561857,474858,1388523,1487037,1038512,1985428,1160237,2336802,2273728,1978209,1539912,1075783,2118007,2216973,2549376,2517822,1854185,1397610,1454537,2353925},cost=5.209453365628954)"
patents,ts1,10,1000,2000,labelentropy,32,5,62675,0,975,5.209453366,74,93,"26/01/31 23:09:55 SubgraphOptimizationApp$ ElapsedTimeMs=62675 BestSubgraph=vsub(nvertices=74,nedges=93,vertices={1793729,1134853,2389613,1418482,355022,1832827,994003,1317587,1281252,1127186,831198,2603735,2444368,439552,1830493,2656655,1553562,1806787,1191548,838121,1456493,1543256,1725945,2683686,2579243,1249218,1217145,1163646,1119230,2119788,1687638,274833,501284,2521881,1816039,1387392,1265424,2338848,545362,913285,2367651,1659945,2472600,2523988,1217530,1127313,898761,2458397,1196448,2253269,2440853,1075890,1300410,146610,2641428,2306672,2696886,2131954,1888509,2058116,1809776,1938060,948332,164400,2406477,2022019,1501124,1930420,1345896,2644004,2258205,619384,1306934,952618},cost=5.209453365628954)"
patents,ils,10,1000,3000,labelentropy,32,4,93559,0,975,5.209453366,74,76,"vsub(nvertices=74,nedges=76,vertices={427290,1411193,2244356,1772803,1338027,1664233,1644610,401829,626655,1348275,1382592,818649,2597733,599247,2362051,1815217,2671732,2332119,1717562,2036997,1430295,2002021,833619,2398701,1721002,1279093,25726,2141456,1634847,256204,1741474,2525246,2288309,231277,230469,237271,423295,2376285,1554793,818190,462277,2582014,1363681,1672516,1092889,1744270,816708,2143166,2118101,2461120,610795,2548525,1025831,2432242,2368603,2284149,2147554,228298,1650490,1385851,1956295,1382590,2151834,2192389,413095,2360889,436515,1886852,2308252,1618431,2199102,871346,1566121,645574},cost=5.209453365628954)"
patents,ts2,10,1000,3000,labelentropy,32,1,93577,0,975,5.209453366,74,75,"26/02/04 19:13:49 SubgraphOptimizationApp$ ElapsedTimeMs=93577 BestSubgraph=vsub(nvertices=74,nedges=75,vertices={1411193,1772803,1338027,1664233,2505217,2256101,401829,626655,380392,1348275,380393,818649,1916604,1644610,599247,1815217,1880864,2332119,1717562,2002021,87177,247551,1279093,380394,890185,256204,2525246,231277,230469,237271,2633439,423295,450718,2376285,2362252,2526732,612857,2582014,2647636,1672516,1449387,1744270,2556539,691769,1929016,2143166,2118101,610795,2548525,2432242,1609199,2284149,2147554,1035556,228298,2302366,1723219,1207952,1650490,1385851,2523534,1956295,1382590,1910026,2151834,2192389,413095,2182734,1886852,2360889,1618431,2308252,1850583,645574},cost=5.209453365628954)"
patents,ils,10,1000,3000,labelentropy,32,5,93581,0,975,5.209453366,74,92,"vsub(nvertices=74,nedges=92,vertices={1878202,1088689,554725,2419312,1044380,2237353,1036862,1041601,661720,2498818,7321,1701615,2227920,1704046,462086,2519470,1382799,1890845,2056834,1564552,1885540,2669059,619414,2443369,1285995,2319206,2522394,2725407,1904700,2290657,502215,2688470,1924174,1671283,1412598,848994,1687925,2317457,2516038,2414971,863497,632282,1566030,2017651,2044051,1480785,1687924,2596302,2137287,1700186,2570102,2303797,1703411,2210422,431052,1931757,2600535,901166,1250842,1967614,637355,1694407,1995846,1465295,728358,1835720,1635395,1909599,1376451,1714231,2619323,1809520,1718092,1081832},cost=5.209453365628954)"
patents,ts2,10,1000,3000,labelentropy,32,3,93587,0,975,5.209453366,74,117,"26/02/04 19:17:05 SubgraphOptimizationApp$ ElapsedTimeMs=93587 BestSubgraph=vsub(nvertices=74,nedges=117,vertices={1596401,1443324,2683268,1892646,2172739,1689067,2409261,1432721,560860,1009223,2271676,663156,1389813,2653297,2322694,2596225,1713166,2660115,1495945,2191822,2626148,1574954,1366522,1386211,2308946,2042636,1885898,2634641,1402843,818754,2270754,2401654,894136,1946422,2674780,1956762,754910,2327895,2401655,299686,2399404,1557249,2333535,1055902,1342145,2613437,1552320,1264338,1825698,299685,1462490,1087356,1837961,2091314,476039,1218165,2139300,904493,1349432,2246947,1082850,2009111,2410105,1022299,643562,82536,1916915,1953426,830542,65324,82535,208305,683440,208306},cost=5.209453365628954)"
patents,ils,10,1000,3000,labelentropy,32,2,93594,0,975,5.209453366,74,82,"vsub(nvertices=74,nedges=82,vertices={652511,1779284,1338027,1664233,1276115,2505217,1644610,401829,2507203,2623367,1817764,658077,380392,626655,479572,1209783,2583461,1815217,215501,1880864,2332119,1717562,1906605,2112727,2364441,2002021,1211682,2022724,1279093,1976741,380394,1729561,2401660,1812677,1377922,231277,731016,230469,2118150,469764,2376285,612857,1431166,2647636,1672516,2663584,1818030,1744270,571830,2703679,2265992,612855,1420760,1540786,1383906,610795,1746219,1381653,2196599,1980386,1636915,2510768,2367791,1650490,1218345,1266461,1382590,2192389,2360889,1886852,2308252,1821279,1566121,2244356},cost=5.209453365628954)"
patents,ts1,10,1000,3000,labelentropy,32,4,93612,0,975,5.209453366,74,77,"26/01/31 23:49:11 SubgraphOptimizationApp$ ElapsedTimeMs=93612 BestSubgraph=vsub(nvertices=74,nedges=77,vertices={427290,1411193,1230223,1772803,1338027,1664233,1865205,1644610,401829,1348275,2623367,818649,2597733,895410,634981,599247,23687,1815217,835772,1943418,2332119,1717562,2002021,2392332,1279093,72427,2256079,2573950,436130,1634847,1036372,1741474,2114511,1377922,231277,450718,2123270,2376285,2362252,612857,1672516,1449387,404209,1744270,2274681,691769,2703679,838112,2710777,610795,1354561,2548525,1025831,2284149,1403725,2147554,1048686,1723219,1207952,1650490,2190296,1385851,1075628,1956295,1382590,2151834,2192389,1046061,1028176,413095,1886852,1850583,1618431,2199102},cost=5.209453365628954)"
patents,ts2,10,1000,3000,labelentropy,32,5,93624,0,975,5.209453366,74,92,"26/02/04 19:20:20 SubgraphOptimizationApp$ ElapsedTimeMs=93624 BestSubgraph=vsub(nvertices=74,nedges=92,vertices={1793729,1134853,2389613,1418482,355022,1832827,994003,1317587,1281252,1127186,831198,2603735,2444368,439552,1830493,2656655,1553562,1806787,1191548,838121,1456493,1543256,1725945,2683686,2579243,1249218,274833,1217145,1119230,2119788,1163646,1687638,501284,2521881,1816039,1387392,1265424,2338848,913285,2367651,1659945,2472600,2523988,1217530,1127313,898761,2458397,1196448,2253269,2131333,2440853,1075890,1300410,146610,2641428,2306672,2696886,961917,1888509,2058116,1809776,1938060,948332,164400,2406477,2022019,1501124,1930420,1345896,2644004,2258205,619384,1306934,952618},cost=5.209453365628954)"
patents,ts2,10,1000,3000,labelentropy,32,4,93629,0,975,5.209453366,74,94,"26/02/04 19:18:42 SubgraphOptimizationApp$ ElapsedTimeMs=93629 BestSubgraph=vsub(nvertices=74,nedges=94,vertices={1578270,654169,216712,2129425,1549108,1448138,1275347,2267594,1219176,2102993,613728,853648,1876714,781149,1265520,1222751,2337507,1642311,2311246,2562604,1935583,2571097,2191595,2480314,1401524,2709551,666954,2403010,1923921,1042419,654188,305483,1948019,268960,690866,1245683,2658662,1685639,1703434,1799958,1350778,1702865,431045,701252,2263006,1458673,1385084,2585642,1727016,1217454,1561857,474858,2412969,1388523,1496328,1487037,1038512,1985428,1905645,1160237,2336802,2273728,1075783,1539912,2216973,160107,2517822,1854185,1397610,1057908,2163837,1574350,1454537,2394478},cost=5.209453365628954)"
patents,ils,10,1000,3000,labelentropy,32,3,93630,0,975,5.209453366,74,86,"vsub(nvertices=74,nedges=86,vertices={1793729,1134853,2389613,1418482,1449293,1832827,355022,2471964,994003,1281252,1127186,831198,2603735,2444368,439552,1830493,2218852,2656655,838121,1387392,1456493,1543256,2683686,1687638,2658082,2313572,1217145,274833,1163646,1220986,1119230,1249218,1265424,2521881,1725945,1816039,501284,2741784,603390,2309809,2684771,545362,2338848,2367651,2472600,1217530,1127313,898761,2458397,1196448,2253269,2620273,2440853,1075890,1300410,146610,2306672,2696886,961917,1888509,2058116,2352929,2119859,948332,164400,2406477,1501124,1930420,1345896,2644004,2258205,619384,1306934,952618},cost=5.209453365628954)"
patents,ts1,10,1000,3000,labelentropy,32,2,93634,0,975,5.209453366,74,93,"26/01/31 23:45:57 SubgraphOptimizationApp$ ElapsedTimeMs=93634 BestSubgraph=vsub(nvertices=74,nedges=93,vertices={1793729,1134853,2389613,1418482,355022,1832827,2111607,1030290,994003,1317587,1281252,1127186,831198,2603735,2444368,439552,1830493,2656655,1553562,1806787,1191548,1387392,1456493,1543256,1725945,2683686,2579243,1249218,274833,1220986,1119230,2119788,1163646,1687638,1816039,2521881,1217145,2338848,913285,2367651,1659945,2472600,2523988,1217530,1127313,898761,2458397,1196448,2253269,2440853,1075890,1300410,146610,623088,2306672,961917,1888509,2058116,1809776,2522791,948332,164400,2406477,1056807,1501124,2440072,1930420,1345896,2644004,2258205,2202799,1398025,1306934,952618},cost=5.209453365628954)"
patents,ils,10,1000,3000,labelentropy,32,1,93646,0,975,5.209453366,74,93,"vsub(nvertices=74,nedges=93,vertices={1578270,1686758,2314682,2513817,216712,654169,1549108,1448138,1275347,2267594,1219176,2102993,613728,2568043,853648,1876714,1222751,2337507,1642311,2311246,2562604,1953375,1423109,1935583,2571097,508324,2445388,666954,2562603,1042419,654188,305483,1948019,1706201,2352784,1611837,2479620,1703434,1799958,1350778,1702865,2704330,431045,701252,2260468,1494786,2272241,484738,2263006,2163645,2713178,1385084,2238495,1727016,2595290,474858,1561857,1102173,1388523,1487037,1985428,1905645,2336802,2480946,1075783,1539912,2118007,2216973,2433194,2549376,160107,2517822,1397610,2394478},cost=5.209453365628954)"
patents,ts2,10,1000,3000,labelentropy,32,2,93646,0,975,5.209453366,74,89,"26/02/04 19:15:28 SubgraphOptimizationApp$ ElapsedTimeMs=93646 BestSubgraph=vsub(nvertices=74,nedges=89,vertices={362674,1578270,654169,216712,2129425,1549108,1448138,1275347,2267594,1034578,1219176,2102993,613728,512138,853648,1876714,781149,1265520,1222751,2337507,1642311,2311246,2562604,1063734,1935583,2571097,2191595,666954,2403010,1402867,2562603,1042419,268960,654188,305483,1948019,690866,1245683,1611837,1685639,1703434,1799958,1350778,2704330,431045,701252,1494786,2263006,1458673,2163645,2585642,1385084,1727016,1070811,474858,1561857,1487037,1038512,1985428,1905645,1160237,2336802,1075783,2273728,1539912,1978209,2216973,2433194,304267,2517822,1854185,1397610,1454537,2394478},cost=5.209453365628954)"
patents,ts1,10,1000,3000,labelentropy,32,5,93650,0,975,5.209453366,74,129,"26/01/31 23:50:48 SubgraphOptimizationApp$ ElapsedTimeMs=93650 BestSubgraph=vsub(nvertices=74,nedges=129,vertices={587532,1542429,1598652,2352413,1950411,2387346,2737998,1384191,2667123,2614514,2389926,1319675,2578877,2377458,1274464,2706117,2309313,1087751,2732711,2482681,1301334,1273384,1937697,1468841,261253,2470494,1472469,2650021,264270,2311151,2252708,1421667,1488834,1865135,2607393,301574,1158537,824259,1333240,2711520,1509164,1782305,2195835,1961248,2542488,1832263,2657508,1782297,2422121,1817981,2713004,875774,2113032,438596,1926311,1620528,446672,49097,792072,1809954,2269721,825008,252901,1283666,229295,1013751,873870,2115641,2370043,1817329,2296577,754720,2500773,2606227},cost=5.209453365628954)"
patents,ts1,10,1000,3000,labelentropy,32,3,93652,0,975,5.209453366,74,107,"26/01/31 23:47:34 SubgraphOptimizationApp$ ElapsedTimeMs=93652 BestSubgraph=vsub(nvertices=74,nedges=107,vertices={2621150,2676672,2167674,2266820,2737743,2742443,2726514,2258395,2663726,696019,2102653,893365,2675978,2091317,2687186,2705448,1414122,2636067,2709695,2529880,2720125,2736253,2149261,2553865,1982014,2137927,1925021,2680915,2305853,2352794,2693763,1826859,1578252,2627420,2099079,2671490,2738901,2524902,2214939,2505698,2382066,2710867,2741975,46623,2089803,2692851,2602720,2243036,2330730,2648438,2708409,2745200,2686061,2713022,2715298,2563257,264033,1554127,2159987,2408908,2742758,2685414,2493885,2743161,2719906,2738041,2733926,2728301,2715120,2305230,2085921,2240999,2708830,2703451},cost=5.209453365628954)"
patents,ts1,10,1000,3000,labelentropy,32,1,93654,0,975,5.209453366,74,94,"26/01/31 23:44:20 SubgraphOptimizationApp$ ElapsedTimeMs=93654 BestSubgraph=vsub(nvertices=74,nedges=94,vertices={2394478,2388181,1578270,1686758,216712,1549108,1275347,2267594,1219176,2102993,512138,613728,853648,1876714,1222751,2337507,1642311,2311246,2562604,1423109,2582100,1935583,666954,1923921,1042419,654188,2352784,305483,1948019,268960,690866,1959774,1245683,1719726,1611837,1387402,1703434,1799958,2071310,2704330,431045,2260468,1494786,2263006,2163645,1938515,1955559,2238495,1385084,1797238,2585642,1727016,1561857,1217454,474858,1388523,1487037,1038512,1905645,1160237,2336802,2273728,1978209,1539912,1075783,2118007,2216973,2549376,160107,1854185,1397610,2419665,1454537,2353925},cost=5.209453365628954)"
patents,ils,10,10000,1000,labelentropy,32,2,309985,0,9824,5.209453366,74,108,"vsub(nvertices=74,nedges=108,vertices={2419312,2498019,2396803,1044380,2186200,661720,2498982,105733,725818,1701615,2670811,1272365,693297,2398652,2468557,2741628,1890845,2526186,1382799,1885540,2669059,1831971,1285995,2129044,1969268,788765,903123,1225701,1671283,2732799,1412598,1687925,1392250,2516038,2414971,2017652,1071304,1637730,1480785,2017651,1687924,1690861,2445930,2596302,858939,2732989,2401507,1834860,2707002,1700186,2570102,1248854,2303797,431052,2600535,563813,1967614,637355,2265421,2670301,1694407,1336161,1766272,2437557,1787198,2319241,1909599,367917,2619323,1809520,1718092,1081832,1714231,1228682},cost=5.209453365628954)"
patents,ils,10,10000,1000,labelentropy,32,1,310031,0,9824,5.209453366,111,199,"vsub(nvertices=111,nedges=199,vertices={33145,1820699,1022844,2712827,2744982,2706907,2362709,1694483,1048898,2563095,2526820,1366235,1385557,698516,466439,1560884,2466991,2644379,2745215,2710978,2701385,2734891,2340103,2671176,1822744,2730027,2741993,2437958,2596122,637320,872064,2440605,2713243,2541590,2538497,2614978,2471993,2688532,2304322,1897578,2307935,2654165,2739653,2261583,1404991,213923,2555939,2466860,2438814,2652663,2744264,2293216,2334611,2722094,1536734,2357886,1998947,2738098,2742765,2701176,223266,1509640,2686385,2710822,2665145,2729541,2247005,2307804,2380575,2744707,2663626,2656485,2657728,2112579,2299647,2735906,2295866,2602578,468375,419379,2709483,2719328,1654797,2307440,1942382,2600361,1827308,2394920,2502097,1707359,2479973,2523417,847099,1576970,2644784,1538939,2181826,206779,2368706,2170479,2639625,2540136,1938583,2541502,2744680,2312948,2435611,1963753,2021699,2179954,857327},cost=5.209453365628954)"
patents,ils,10,10000,1000,labelentropy,32,4,310033,0,9824,5.209453366,74,102,"vsub(nvertices=74,nedges=102,vertices={554725,2419312,2396803,659527,1704773,1044380,2186200,2237353,1036862,2263348,661720,2498982,725818,1701615,1272365,2312582,462086,1890845,2526186,1831971,1885540,2669059,2290657,1225701,1671283,2732799,1412598,448352,1687925,2516038,2414971,632282,1856635,1071304,1129852,1537792,1703954,1637730,1480785,2513805,1687924,2254406,1690861,2445930,2596302,877952,2412636,2732989,2707002,1700186,644503,2303797,1931757,431052,2600535,2262832,1967614,637355,2265421,2670301,1694407,1336161,1766272,1787198,671352,2319241,1375440,1909599,367917,2619323,1809520,1718092,1714231,1081832},cost=5.209453365628954)"
patents,ts1,10,10000,1000,labelentropy,32,1,310037,0,9824,5.209453366,111,200,"26/02/01 01:42:47 SubgraphOptimizationApp$ ElapsedTimeMs=310037 BestSubgraph=vsub(nvertices=111,nedges=200,vertices={2417605,1924767,1794446,2065262,2397537,2430105,1584710,2688372,2705918,2589826,2306430,2191264,2465903,1688433,1550395,2218355,1691879,2033089,1393559,2246671,2738355,1831633,2315860,1544158,2574461,1546418,1881005,1924766,1675736,1418141,434872,2715419,2459964,1086813,2617130,2268927,1386519,2544359,2048570,2042206,1741956,1418791,1458909,882413,1827750,2602613,1670983,1940592,428211,1736732,2243680,1396101,1255468,2719657,2702116,2727659,2232084,2588252,1271918,2290508,1444222,620462,819844,2695618,2296971,1540163,740347,1722937,2203245,1640040,1277853,1928550,2711881,2029884,1438551,857454,2269502,2545069,2432747,424961,2184613,1386775,2399594,2522000,1304260,1953209,2654077,2698658,2640011,2304404,1679285,861717,1554173,1923305,901934,411712,2118850,2578501,1731161,2613048,2554444,1688434,2268199,2186656,1713120,2320249,463377,1462011,1905153,1364530,2671968},cost=5.209453365628954)"
patents,ils,10,10000,1000,labelentropy,32,3,310062,0,9824,5.209453366,111,190,"vsub(nvertices=111,nedges=190,vertices={623109,697908,1554962,1820699,2680506,1022844,2712827,2608000,1827459,2599819,2109191,2362709,2381062,2465312,2672112,2563095,2526820,1366235,2525765,466439,2111057,2745215,2710978,1032939,2340103,623108,2711720,1222262,1703605,2730027,2364973,2741993,2437958,418068,1207908,1207232,872064,2440605,2670402,2729132,796969,2538497,2614978,2354362,2688532,2471993,1897578,2358773,2235897,2542177,2524776,2035970,2555939,636933,1922274,2466860,2438814,2739216,2293216,2696649,1718260,2334611,2677928,2722094,1536734,234777,2473943,2695091,2738098,2742765,2387157,1794520,2686385,2106050,2717582,2499307,1735769,1206323,2663626,1410928,1583200,931084,2745647,468375,2520474,2033218,2709483,2719328,2741399,1654797,2321382,2728149,2394920,1206324,2632237,847099,1923560,1538939,2629970,2445529,2170479,1280973,2739992,1825545,2744439,1938583,2312948,2435611,2179954,2589692,2707400},cost=5.209453365628954)"
patents,ts2,10,10000,1000,labelentropy,32,1,310085,0,9824,5.209453366,111,124,"26/02/04 21:13:00 SubgraphOptimizationApp$ ElapsedTimeMs=310085 BestSubgraph=vsub(nvertices=111,nedges=124,vertices={2184238,2403737,205037,821963,2581533,1820616,2678922,2358570,2622576,1666597,2621457,2558152,1833658,2285534,2582524,1462467,2586613,1184214,2735831,475504,1506713,2359843,1692688,2561100,2496448,1213935,1374787,2010124,2641907,1974909,654000,1559938,278340,1140677,2423050,2406339,2536394,1588978,1020641,2396071,2686510,1541924,1687437,2580018,2614363,2542580,2482476,2341999,1387618,2041172,2523444,2504717,242247,1833503,2479649,1366175,2701506,258754,2547653,2706486,1260772,1196296,2677580,2613351,2466112,2739451,456009,2270407,2721443,1542717,826112,2607016,1022521,212781,1217317,2109302,508080,2352281,2647069,2680662,2495269,1203035,2353207,1026583,2741539,2292772,2159630,1724293,1372224,11406,2691345,2697559,2437232,2470442,2715312,1603498,1865005,2630749,2519986,2740239,2541401,2334952,2726285,1981974,2335543,2428403,1647735,2704123,819626,2029585,2353924},cost=5.209453365628954)"
patents,ts2,10,10000,1000,labelentropy,32,3,310105,0,9824,5.209453366,74,88,"26/02/04 21:23:32 SubgraphOptimizationApp$ ElapsedTimeMs=310105 BestSubgraph=vsub(nvertices=74,nedges=88,vertices={2054214,2433691,1299836,1923151,2474652,2360755,2471923,1664389,92055,2120874,638174,620909,1586704,694215,2565396,1129757,817930,284188,2268138,2032309,1000585,2579556,2500985,1128387,1406990,2403158,2183536,866089,1121594,2410464,1513191,1728706,2120647,2533471,2607031,2522470,2182943,1448113,2304683,1490682,2390211,687009,919126,2325801,1568331,2535999,1027358,1553176,1939653,1138667,2538200,1538930,1331632,1224300,1184996,2561206,2385889,1480498,1743259,685555,901566,2402218,1531852,2184587,2630922,2500516,1393591,1814654,1625977,2740906,1815239,843901,1988690,1781062},cost=5.209453365628954)"
patents,ts1,10,10000,1000,labelentropy,32,4,310111,0,9824,5.209453366,74,92,"26/02/01 01:58:33 SubgraphOptimizationApp$ ElapsedTimeMs=310111 BestSubgraph=vsub(nvertices=74,nedges=92,vertices={1405232,2669515,1064251,2716883,2335039,2036331,1132346,1297750,1082580,2131082,616077,2192105,2218101,1062751,195356,560127,456387,2741760,1585788,2451527,1267443,1242428,1591840,1254429,916041,2530526,2728435,820251,400289,1023697,1923505,1115625,2164807,792207,2503833,2624238,1118146,2250947,335626,2113416,1313601,66022,2717680,622017,551975,2244571,1539349,2394341,2516104,1717030,66023,838027,2320243,2632954,1251336,2084518,1860131,2167300,1509187,2490852,1088032,2299105,1838584,1050594,1846892,638595,1638489,973111,680832,1567883,472700,404016,1027259,294118},cost=5.209453365628954)"
patents,ts2,10,10000,1000,labelentropy,32,5,310121,0,9824,5.209453366,111,127,"26/02/04 21:34:03 SubgraphOptimizationApp$ ElapsedTimeMs=310121 BestSubgraph=vsub(nvertices=111,nedges=127,vertices={2184238,2403737,2584698,2246505,1082621,2505316,2581533,1820616,2594147,2678922,2358570,2742640,2622576,1666597,2285534,2558152,1927041,2582524,2586613,2729285,1184214,2735831,475504,1506713,2690318,2561100,904806,2496448,1374787,2010124,2641907,1426574,2706506,388931,1140677,2681055,2536394,1641959,1818421,2686510,1687437,2580018,2614363,2542580,2482476,2341999,2302881,2041172,2523444,242247,2718639,2479649,1833503,1366175,2701506,2626658,616999,2547653,258754,2706486,2400051,2307675,1196296,2466112,2739451,2584590,1698880,2270407,1542717,2613414,826112,1683726,1022521,212781,2109302,508080,2352281,2192935,2680662,2668480,2495269,1203035,2704412,2353207,1026583,2434075,2292772,11406,2691345,2497480,1266826,2697559,2609057,2470442,2020861,1865005,2630749,2519986,2306728,2740239,2541401,2043679,2334952,2726285,1981974,2335543,2428403,1647735,2704123,819626,2029585},cost=5.209453365628954)"
patents,ils,10,10000,1000,labelentropy,32,5,310127,0,9824,5.209453366,111,122,"vsub(nvertices=111,nedges=122,vertices={2184238,2403737,1082621,2581533,1820616,2189812,2678922,2358570,1548977,1666597,1927041,1462467,2558152,2285534,2582524,2586613,2666966,276935,1184214,2467996,1506713,1719644,2561100,2649507,2541400,1374787,2010124,448327,2641907,2706506,1559938,278340,1140677,2406339,2536394,1641959,1588978,2396071,2686510,2641055,1687437,2580018,35085,2482476,2341999,2041172,1760157,2523444,1409029,2504717,2622767,242247,1833503,2479649,1366175,2701506,258754,2547653,2706486,242248,1196296,2677580,2466112,2634968,2739451,456009,2270407,2721443,1542717,826112,1930726,212781,1072143,2109302,2352281,2680662,2668480,2659671,2485869,2544390,2495269,1203035,2353207,1026583,2434075,2292772,1884025,1724293,1372224,11406,2691345,1266826,1698546,2697559,2437232,2470442,2715312,1865005,2630749,2519986,35084,2740239,2043679,2726285,2335543,2428403,1647735,1695919,1055390,2704123,1697603},cost=5.209453365628954)"
patents,ts1,10,10000,1000,labelentropy,32,2,310131,0,9824,5.209453366,74,110,"26/02/01 01:48:02 SubgraphOptimizationApp$ ElapsedTimeMs=310131 BestSubgraph=vsub(nvertices=74,nedges=110,vertices={1117517,1247249,1230496,2745131,2309479,1330243,1055568,2697978,2520560,274064,971866,1393812,2130392,2388960,1674644,628421,2598791,717809,949202,2112343,1824439,1494552,1260703,2309478,2016787,2138601,733014,2495361,1650964,2735402,683651,2523261,1326315,2648841,2273264,2499004,2691773,773709,1018760,1470058,872790,919636,801842,1880495,873169,1224754,1690194,2598059,1272236,1880323,2642251,2186065,2435684,2441180,1079490,1814241,1045726,1015418,929266,229473,835255,2161311,1446719,2376016,2641670,1930269,830886,2578781,1045727,2622091,1382166,48024,2701690,1793905},cost=5.209453365628954)"
patents,ts1,10,10000,1000,labelentropy,32,3,310165,0,9824,5.209453366,74,81,"26/02/01 01:53:18 SubgraphOptimizationApp$ ElapsedTimeMs=310165 BestSubgraph=vsub(nvertices=74,nedges=81,vertices={717523,2137868,34926,1956790,1872931,2660709,2365967,2127323,1523267,1029977,2601766,885976,2000474,1844717,666122,282715,219118,1218335,2623293,2593149,215733,1703036,1302035,1827705,838488,2030281,2308472,817071,1285999,2043053,2688225,1977996,35805,2189903,509014,223712,2032984,836379,14565,610548,637748,1730667,629676,1659538,485851,2240547,1887241,2461507,1337941,2266873,1084835,2140850,2310079,875856,2523713,2394876,1811862,2363491,2180954,1767298,2505314,2345600,274878,2357463,1429758,1014827,1704748,2145026,2693794,2668438,2281128,2603206,2080297,1690046},cost=5.209453365628954)"
patents,ts1,10,10000,1000,labelentropy,32,5,310177,0,9824,5.209453366,74,91,"26/02/01 02:03:47 SubgraphOptimizationApp$ ElapsedTimeMs=310177 BestSubgraph=vsub(nvertices=74,nedges=91,vertices={2695487,2697169,2703163,2664580,2720313,2716776,2023419,2724072,1825777,2124535,2280112,2423014,2737818,2279129,2727322,2392615,2297691,2626485,2264273,442245,2730469,1223710,2578051,2742436,2737159,2432811,688424,1119144,1951785,2444724,2595365,2197965,1565487,2111901,2727343,2561181,2498542,1709279,2733022,1234951,303429,2593244,2320120,2591506,644502,2246054,688423,2628367,2020868,2309064,2022089,2688532,2503100,2733954,1947307,2717458,2619000,2324352,2269308,41240,2593808,2302024,2262757,1782476,2243770,2543081,631390,2589438,2622012,2480205,836081,2515551,2731749,2285666},cost=5.209453365628954)"
patents,ts2,10,10000,1000,labelentropy,32,4,310275,0,9824,5.209453366,74,98,"26/02/04 21:28:47 SubgraphOptimizationApp$ ElapsedTimeMs=310275 BestSubgraph=vsub(nvertices=74,nedges=98,vertices={933188,554725,2619323,2419312,190534,1044380,470214,1460465,262662,1344360,2498818,1680038,1701615,2227920,1704046,2398652,2398899,1382799,1890845,2443369,1564552,1885540,2669059,1831971,1285995,788765,2688470,1924174,2441789,1671283,848994,1687925,2516038,2414971,1551602,1537792,1480785,1938795,1082733,1687924,1955549,1121103,1690861,1900342,2445930,2596302,1700186,2570102,1248854,2303797,1703411,2442569,431052,1702743,2600535,2262832,1694407,637355,1336161,1487355,1065635,728358,671352,2319241,878226,1909599,1698783,367917,1714231,1809520,1718092,1081832,1878202,1228682},cost=5.209453365628954)"
